255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	
255,255,255	86,86,86  	89,89,89  	91,91,91  	95,95,95  	95,95,95  	89,89,89  	86,86,86  	88,88,88  	90,90,90  	91,91,91  	81,81,81  	85,85,85  	82,82,82  	86,86,86  	94,94,94  	94,94,94  	81,81,81  	79,79,79  	91,91,91  	95,95,95  	93,93,93  	94,94,94  	93,93,93  	91,91,91  	88,88,88  	90,90,90  	91,91,91  	96,96,96  	95,95,95  	95,95,95  	94,94,94  	94,94,94  	95,95,95  	97,97,97  	92,92,92  	108,108,108	87,87,87  	90,90,90  	106,106,106	94,94,94  	80,80,80  	55,55,55  	50,50,50  	44,44,44  	50,50,50  	45,45,45  	59,59,59  	78,78,78  	95,95,95  	91,91,91  	73,73,73  	57,57,57  	117,117,117	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	103,103,103	16,16,16  	23,23,23  	48,48,48  	50,50,50  	61,61,61  	74,74,74  	96,96,96  	93,93,93  	90,90,90  	104,104,104	92,92,92  	97,97,97  	96,96,96  	93,93,93  	93,93,93  	93,93,93  	95,95,95  	94,94,94  	94,94,94  	94,94,94  	94,94,94  	95,95,95  	93,93,93  	93,93,93  	92,92,92  	94,94,94  	95,95,95  	91,91,91  	92,92,92  	92,92,92  	91,91,91  	92,92,92  	92,92,92  	92,92,92  	91,91,91  	92,92,92  	93,93,93  	91,91,91  	91,91,91  	91,91,91  	92,92,92  	94,94,94  	97,97,97  	91,91,91  	104,104,104	92,92,92  	92,92,92  	86,86,86  	105,105,105	88,88,88  	70,70,70  	88,88,88  	82,82,82  	84,84,84  	77,77,77  	95,95,95  	88,88,88  	99,99,99  	93,93,93  	87,87,87  	90,90,90  	90,90,90  	90,90,90  	89,89,89  	86,86,86  	85,85,85  	83,83,83  	90,90,90  	89,89,89  	89,89,89  	87,87,87  	89,89,89  	89,89,89  	89,89,89  	87,87,87  	91,91,91  	92,92,92  	90,90,90  	90,90,90  	93,93,93  	91,91,91  	94,94,94  	97,97,97  	87,87,87  	92,92,92  	98,98,98  	102,102,102	98,98,98  	88,88,88  	91,91,91  	97,97,97  	98,98,98  	94,94,94  	90,90,90  	90,90,90  	95,95,95  	77,77,77  	75,75,75  	97,97,97  	88,88,88  	93,93,93  	88,88,88  	87,87,87  	94,94,94  	91,91,91  	82,82,82  	88,88,88  	100,100,100	100,100,100	100,100,100	100,100,100	99,99,99  	100,100,100	99,99,99  	103,103,103	96,96,96  	105,105,105	105,105,105	100,100,100	94,94,94  	93,93,93  	94,94,94  	100,100,100	94,94,94  	97,97,97  	98,98,98  	98,98,98  	101,101,101	100,100,100	103,103,103	101,101,101	107,107,107	101,101,101	92,92,92  	90,90,90  	87,87,87  	81,81,81  	82,82,82  	87,87,87  	79,79,79  	90,90,90  	87,87,87  	101,101,101	92,92,92  	93,93,93  	97,97,97  	65,65,65  	56,56,56  	72,72,72  	158,158,158	255,255,255	132,132,132	70,70,70  	47,47,47  	51,51,51  	37,37,37  	45,45,45  	131,131,131	153,153,153	255,255,255	255,255,255	86,86,86  	51,51,51  	87,87,87  	89,89,89  	89,89,89  	92,92,92  	93,93,93  	96,96,96  	97,97,97  	92,92,92  	86,86,86  	89,89,89  	89,89,89  	89,89,89  	90,90,90  	89,89,89  	89,89,89  	91,91,91  	94,94,94  	95,95,95  	91,91,91  	90,90,90  	90,90,90  	91,91,91  	90,90,90  	90,90,90  	88,88,88  	93,93,93  	93,93,93  	88,88,88  	91,91,91  	98,98,98  	103,103,103	99,99,99  	113,113,113	106,106,106	100,100,100	100,100,100	97,97,97  	91,91,91  	89,89,89  	86,86,86  	88,88,88  	86,86,86  	89,89,89  	90,90,90  	93,93,93  	91,91,91  	92,92,92  	92,92,92  	86,86,86  	84,84,84  	92,92,92  	88,88,88  	255,255,255	
255,255,255	86,86,86  	91,91,91  	90,90,90  	96,96,96  	95,95,95  	87,87,87  	89,89,89  	96,96,96  	90,90,90  	78,78,78  	73,73,73  	113,113,113	90,90,90  	53,53,53  	64,64,64  	89,89,89  	95,95,95  	107,107,107	87,87,87  	94,94,94  	92,92,92  	94,94,94  	96,96,96  	97,97,97  	96,96,96  	96,96,96  	92,92,92  	96,96,96  	98,98,98  	99,99,99  	97,97,97  	96,96,96  	98,98,98  	100,100,100	96,96,96  	102,102,102	91,91,91  	101,101,101	93,93,93  	110,110,110	150,150,150	131,131,131	122,122,122	123,123,123	125,125,125	114,114,114	128,128,128	51,51,51  	77,77,77  	81,81,81  	98,98,98  	77,77,77  	57,57,57  	88,88,88  	116,116,116	139,139,139	255,255,255	255,255,255	255,255,255	255,255,255	106,106,106	65,65,65  	49,49,49  	71,71,71  	96,96,96  	75,75,75  	99,99,99  	135,135,135	79,79,79  	74,74,74  	99,99,99  	91,91,91  	99,99,99  	96,96,96  	99,99,99  	97,97,97  	97,97,97  	96,96,96  	97,97,97  	97,97,97  	97,97,97  	98,98,98  	95,95,95  	98,98,98  	95,95,95  	95,95,95  	95,95,95  	97,97,97  	97,97,97  	96,96,96  	96,96,96  	95,95,95  	93,93,93  	92,92,92  	92,92,92  	93,93,93  	93,93,93  	98,98,98  	92,92,92  	93,93,93  	92,92,92  	92,92,92  	93,93,93  	94,94,94  	95,95,95  	99,99,99  	97,97,97  	96,96,96  	99,99,99  	88,88,88  	101,101,101	90,90,90  	98,98,98  	93,93,93  	79,79,79  	88,88,88  	93,93,93  	76,76,76  	88,88,88  	57,57,57  	95,95,95  	89,89,89  	82,82,82  	86,86,86  	89,89,89  	90,90,90  	88,88,88  	87,87,87  	83,83,83  	84,84,84  	89,89,89  	90,90,90  	90,90,90  	91,91,91  	91,91,91  	92,92,92  	92,92,92  	93,93,93  	92,92,92  	95,95,95  	92,92,92  	92,92,92  	93,93,93  	93,93,93  	95,95,95  	98,98,98  	90,90,90  	96,96,96  	91,91,91  	81,81,81  	73,73,73  	68,68,68  	58,58,58  	50,50,50  	49,49,49  	69,69,69  	64,64,64  	62,62,62  	90,90,90  	91,91,91  	77,77,77  	91,91,91  	86,86,86  	94,94,94  	90,90,90  	91,91,91  	92,92,92  	85,85,85  	83,83,83  	95,95,95  	56,56,56  	55,55,55  	56,56,56  	52,52,52  	47,47,47  	46,46,46  	44,44,44  	50,50,50  	51,51,51  	56,56,56  	50,50,50  	50,50,50  	48,48,48  	48,48,48  	46,46,46  	46,46,46  	44,44,44  	48,48,48  	49,49,49  	49,49,49  	49,49,49  	49,49,49  	46,46,46  	46,46,46  	32,32,32  	35,35,35  	43,43,43  	59,59,59  	64,64,64  	67,67,67  	78,78,78  	96,96,96  	92,92,92  	91,91,91  	90,90,90  	89,89,89  	91,91,91  	94,94,94  	96,96,96  	82,82,82  	91,91,91  	59,59,59  	88,88,88  	142,142,142	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	159,159,159	89,89,89  	46,46,46  	85,85,85  	67,67,67  	56,56,56  	52,52,52  	48,48,48  	49,49,49  	57,57,57  	65,65,65  	73,73,73  	84,84,84  	87,87,87  	87,87,87  	90,90,90  	89,89,89  	90,90,90  	90,90,90  	93,93,93  	93,93,93  	96,96,96  	91,91,91  	93,93,93  	91,91,91  	95,95,95  	93,93,93  	95,95,95  	89,89,89  	98,98,98  	104,104,104	98,98,98  	93,93,93  	87,87,87  	74,74,74  	62,62,62  	56,56,56  	49,49,49  	49,49,49  	62,62,62  	82,82,82  	95,95,95  	96,96,96  	98,98,98  	87,87,87  	94,94,94  	91,91,91  	91,91,91  	92,92,92  	92,92,92  	93,93,93  	93,93,93  	89,89,89  	86,86,86  	96,96,96  	87,87,87  	255,255,255	
255,255,255	89,89,89  	88,88,88  	90,90,90  	95,95,95  	91,91,91  	85,85,85  	93,93,93  	102,102,102	91,91,91  	67,67,67  	106,106,106	255,255,255	255,255,255	120,120,120	85,85,85  	76,76,76  	78,78,78  	100,100,100	94,94,94  	94,94,94  	95,95,95  	92,92,92  	94,94,94  	93,93,93  	93,93,93  	91,91,91  	94,94,94  	97,97,97  	101,101,101	102,102,102	99,99,99  	97,97,97  	101,101,101	103,103,103	99,99,99  	95,95,95  	101,101,101	108,108,108	73,73,73  	119,119,119	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	30,30,30  	68,68,68  	99,99,99  	78,78,78  	94,94,94  	98,98,98  	68,68,68  	56,56,56  	78,78,78  	73,73,73  	90,90,90  	87,87,87  	58,58,58  	15,15,15  	94,94,94  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	106,106,106	51,51,51  	105,105,105	97,97,97  	98,98,98  	100,100,100	99,99,99  	98,98,98  	97,97,97  	96,96,96  	99,99,99  	98,98,98  	101,101,101	99,99,99  	97,97,97  	98,98,98  	97,97,97  	97,97,97  	98,98,98  	98,98,98  	99,99,99  	101,101,101	97,97,97  	98,98,98  	95,95,95  	93,93,93  	94,94,94  	94,94,94  	97,97,97  	99,99,99  	93,93,93  	95,95,95  	93,93,93  	93,93,93  	94,94,94  	96,96,96  	97,97,97  	99,99,99  	101,101,101	83,83,83  	113,113,113	89,89,89  	99,99,99  	57,57,57  	129,129,129	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	38,38,38  	73,73,73  	102,102,102	87,87,87  	92,92,92  	95,95,95  	95,95,95  	96,96,96  	94,94,94  	92,92,92  	90,90,90  	91,91,91  	91,91,91  	93,93,93  	91,91,91  	94,94,94  	95,95,95  	94,94,94  	95,95,95  	94,94,94  	96,96,96  	93,93,93  	92,92,92  	94,94,94  	95,95,95  	97,97,97  	98,98,98  	99,99,99  	103,103,103	87,87,87  	82,82,82  	115,115,115	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	125,125,125	58,58,58  	76,76,76  	97,97,97  	89,89,89  	89,89,89  	88,88,88  	95,95,95  	96,96,96  	93,93,93  	91,91,91  	83,83,83  	90,90,90  	108,108,108	255,255,255	255,255,255	158,158,158	157,157,157	151,151,151	146,146,146	148,148,148	148,148,148	156,156,156	150,150,150	147,147,147	145,145,145	149,149,149	150,150,150	148,148,148	143,143,143	148,148,148	150,150,150	150,150,150	150,150,150	148,148,148	143,143,143	141,141,141	136,136,136	145,145,145	144,144,144	147,147,147	146,146,146	118,118,118	81,81,81  	70,70,70  	84,84,84  	91,91,91  	94,94,94  	102,102,102	91,91,91  	104,104,104	94,94,94  	99,99,99  	94,94,94  	94,94,94  	87,87,87  	74,74,74  	81,81,81  	94,94,94  	142,142,142	255,255,255	255,255,255	255,255,255	255,255,255	143,143,143	104,104,104	55,55,55  	63,63,63  	77,77,77  	67,67,67  	68,68,68  	112,112,112	130,130,130	120,120,120	120,120,120	132,132,132	114,114,114	67,67,67  	85,85,85  	87,87,87  	92,92,92  	90,90,90  	91,91,91  	93,93,93  	93,93,93  	92,92,92  	95,95,95  	91,91,91  	93,93,93  	91,91,91  	94,94,94  	95,95,95  	98,98,98  	96,96,96  	99,99,99  	98,98,98  	80,80,80  	63,63,63  	63,63,63  	83,83,83  	100,100,100	104,104,104	114,114,114	116,116,116	109,109,109	95,95,95  	72,72,72  	49,49,49  	51,51,51  	62,62,62  	94,94,94  	95,95,95  	93,93,93  	92,92,92  	91,91,91  	91,91,91  	90,90,90  	89,89,89  	89,89,89  	88,88,88  	98,98,98  	88,88,88  	255,255,255	
255,255,255	91,91,91  	93,93,93  	86,86,86  	92,92,92  	92,92,92  	81,81,81  	102,102,102	94,94,94  	87,87,87  	69,69,69  	255,255,255	255,255,255	255,255,255	255,255,255	106,106,106	33,33,33  	96,96,96  	92,92,92  	89,89,89  	80,80,80  	89,89,89  	112,112,112	93,93,93  	94,94,94  	78,78,78  	98,98,98  	99,99,99  	98,98,98  	95,95,95  	93,93,93  	97,97,97  	102,102,102	101,101,101	104,104,104	93,93,93  	107,107,107	97,97,97  	100,100,100	85,85,85  	76,76,76  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	117,117,117	46,46,46  	90,90,90  	101,101,101	95,95,95  	92,92,92  	89,89,89  	92,92,92  	91,91,91  	69,69,69  	79,79,79  	76,76,76  	57,57,57  	57,57,57  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	96,96,96  	52,52,52  	101,101,101	100,100,100	104,104,104	93,93,93  	95,95,95  	97,97,97  	99,99,99  	101,101,101	102,102,102	102,102,102	97,97,97  	98,98,98  	100,100,100	101,101,101	99,99,99  	99,99,99  	99,99,99  	100,100,100	98,98,98  	99,99,99  	97,97,97  	101,101,101	100,100,100	98,98,98  	98,98,98  	96,96,96  	94,94,94  	97,97,97  	95,95,95  	99,99,99  	99,99,99  	100,100,100	95,95,95  	94,94,94  	94,94,94  	98,98,98  	103,103,103	80,80,80  	94,94,94  	97,97,97  	80,80,80  	47,47,47  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	26,26,26  	74,74,74  	99,99,99  	83,83,83  	96,96,96  	99,99,99  	98,98,98  	92,92,92  	93,93,93  	93,93,93  	94,94,94  	93,93,93  	92,92,92  	92,92,92  	95,95,95  	91,91,91  	92,92,92  	93,93,93  	99,99,99  	92,92,92  	94,94,94  	92,92,92  	94,94,94  	95,95,95  	98,98,98  	94,94,94  	95,95,95  	93,93,93  	107,107,107	78,78,78  	73,73,73  	157,157,157	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	56,56,56  	81,81,81  	89,89,89  	89,89,89  	90,90,90  	88,88,88  	96,96,96  	92,92,92  	96,96,96  	90,90,90  	90,90,90  	57,57,57  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	59,59,59  	63,63,63  	91,91,91  	98,98,98  	99,99,99  	98,98,98  	96,96,96  	95,95,95  	96,96,96  	93,93,93  	95,95,95  	93,93,93  	97,97,97  	89,89,89  	72,72,72  	53,53,53  	46,46,46  	42,42,42  	52,52,52  	36,36,36  	23,23,23  	30,30,30  	61,61,61  	73,73,73  	82,82,82  	79,79,79  	61,61,61  	124,124,124	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	45,45,45  	87,87,87  	94,94,94  	86,86,86  	91,91,91  	98,98,98  	98,98,98  	88,88,88  	91,91,91  	91,91,91  	81,81,81  	96,96,96  	90,90,90  	94,94,94  	103,103,103	86,86,86  	99,99,99  	88,88,88  	88,88,88  	83,83,83  	87,87,87  	111,111,111	138,138,138	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	136,136,136	109,109,109	74,74,74  	68,68,68  	86,86,86  	77,77,77  	94,94,94  	96,96,96  	100,100,100	77,77,77  	89,89,89  	94,94,94  	95,95,95  	90,90,90  	95,95,95  	255,255,255	
255,255,255	92,92,92  	95,95,95  	87,87,87  	101,101,101	101,101,101	94,94,94  	105,105,105	105,105,105	58,58,58  	127,127,127	255,255,255	255,255,255	255,255,255	255,255,255	116,116,116	30,30,30  	55,55,55  	52,52,52  	47,47,47  	59,59,59  	36,36,36  	42,42,42  	49,49,49  	70,70,70  	72,72,72  	79,79,79  	91,91,91  	95,95,95  	98,98,98  	99,99,99  	98,98,98  	101,101,101	101,101,101	102,102,102	100,100,100	100,100,100	88,88,88  	109,109,109	90,90,90  	67,67,67  	149,149,149	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	55,55,55  	60,60,60  	109,109,109	79,79,79  	102,102,102	98,98,98  	105,105,105	87,87,87  	104,104,104	91,91,91  	90,90,90  	63,63,63  	125,125,125	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	64,64,64  	54,54,54  	101,101,101	97,97,97  	97,97,97  	99,99,99  	96,96,96  	101,101,101	102,102,102	104,104,104	104,104,104	103,103,103	101,101,101	102,102,102	101,101,101	103,103,103	100,100,100	100,100,100	99,99,99  	98,98,98  	98,98,98  	97,97,97  	100,100,100	102,102,102	102,102,102	100,100,100	98,98,98  	97,97,97  	96,96,96  	99,99,99  	98,98,98  	100,100,100	99,99,99  	98,98,98  	96,96,96  	96,96,96  	96,96,96  	101,101,101	97,97,97  	99,99,99  	95,95,95  	91,91,91  	65,65,65  	94,94,94  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	23,23,23  	77,77,77  	104,104,104	88,88,88  	96,96,96  	101,101,101	97,97,97  	95,95,95  	96,96,96  	93,93,93  	96,96,96  	93,93,93  	94,94,94  	94,94,94  	98,98,98  	98,98,98  	93,93,93  	92,92,92  	98,98,98  	97,97,97  	98,98,98  	97,97,97  	96,96,96  	97,97,97  	99,99,99  	98,98,98  	97,97,97  	104,104,104	102,102,102	43,43,43  	105,105,105	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	52,52,52  	79,79,79  	91,91,91  	92,92,92  	94,94,94  	91,91,91  	98,98,98  	95,95,95  	98,98,98  	91,91,91  	80,80,80  	51,51,51  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	51,51,51  	50,50,50  	97,97,97  	96,96,96  	98,98,98  	97,97,97  	96,96,96  	98,98,98  	99,99,99  	100,100,100	100,100,100	104,104,104	107,107,107	104,104,104	95,95,95  	85,85,85  	80,80,80  	81,81,81  	84,84,84  	82,82,82  	78,78,78  	89,89,89  	82,82,82  	88,88,88  	93,93,93  	43,43,43  	62,62,62  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	55,55,55  	85,85,85  	95,95,95  	93,93,93  	92,92,92  	98,98,98  	96,96,96  	90,90,90  	95,95,95  	82,82,82  	103,103,103	89,89,89  	94,94,94  	100,100,100	95,95,95  	103,103,103	95,95,95  	78,78,78  	61,61,61  	98,98,98  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	157,157,157	52,52,52  	63,63,63  	81,81,81  	83,83,83  	82,82,82  	90,90,90  	104,104,104	102,102,102	95,95,95  	97,97,97  	91,91,91  	98,98,98  	255,255,255	
255,255,255	92,92,92  	96,96,96  	99,99,99  	93,93,93  	96,96,96  	104,104,104	94,94,94  	79,79,79  	77,77,77  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	154,154,154	88,88,88  	92,92,92  	97,97,97  	101,101,101	104,104,104	104,104,104	101,101,101	98,98,98  	99,99,99  	105,105,105	100,100,100	94,94,94  	108,108,108	95,95,95  	76,76,76  	68,68,68  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	104,104,104	35,35,35  	101,101,101	90,90,90  	106,106,106	92,92,92  	108,108,108	87,87,87  	111,111,111	103,103,103	84,84,84  	68,68,68  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	94,94,94  	47,47,47  	76,76,76  	102,102,102	100,100,100	96,96,96  	109,109,109	98,98,98  	102,102,102	104,104,104	106,106,106	106,106,106	106,106,106	103,103,103	104,104,104	103,103,103	105,105,105	103,103,103	101,101,101	100,100,100	99,99,99  	99,99,99  	98,98,98  	102,102,102	102,102,102	102,102,102	99,99,99  	95,95,95  	95,95,95  	95,95,95  	98,98,98  	101,101,101	101,101,101	97,97,97  	96,96,96  	96,96,96  	99,99,99  	100,100,100	101,101,101	95,95,95  	106,106,106	102,102,102	70,70,70  	60,60,60  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	21,21,21  	76,76,76  	105,105,105	90,90,90  	100,100,100	100,100,100	97,97,97  	97,97,97  	98,98,98  	96,96,96  	91,91,91  	94,94,94  	93,93,93  	98,98,98  	101,101,101	100,100,100	95,95,95  	91,91,91  	95,95,95  	98,98,98  	101,101,101	99,99,99  	98,98,98  	96,96,96  	97,97,97  	99,99,99  	102,102,102	95,95,95  	86,86,86  	46,46,46  	154,154,154	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	47,47,47  	77,77,77  	92,92,92  	96,96,96  	95,95,95  	91,91,91  	98,98,98  	92,92,92  	98,98,98  	94,94,94  	75,75,75  	55,55,55  	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	48,48,48  	47,47,47  	103,103,103	94,94,94  	95,95,95  	95,95,95  	95,95,95  	97,97,97  	99,99,99  	98,98,98  	99,99,99  	95,95,95  	96,96,96  	99,99,99  	97,97,97  	93,93,93  	90,90,90  	90,90,90  	96,96,96  	81,81,81  	94,94,94  	102,102,102	87,87,87  	100,100,100	99,99,99  	49,49,49  	133,133,133	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	55,55,55  	84,84,84  	95,95,95  	93,93,93  	93,93,93  	95,95,95  	93,93,93  	90,90,90  	97,97,97  	79,79,79  	104,104,104	87,87,87  	92,92,92  	102,102,102	90,90,90  	96,96,96  	90,90,90  	87,87,87  	131,131,131	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	255,255,255	115,115,115	61,61,61  	70,70,70  	105,105,105	90,90,90  	90,90,90  	95,95,95  	97,97,97  	97,97,97  	92,92,92  	98,98,98  	255,255,255	
